x,y,z
69.60400190779367,53.167637120060576,0.0
37.62470771749132,54.83048099588913,0.0
43.365380635233386,54.33211759998437,0.0
47.23255585197117,54.89376703770941,0.0
72.69172986755744,54.81742254238079,0.0
76.51403690111864,54.79506558526373,0.0
78.0,55.0,0.0
80.0,55.0,0.0
31.811429942432973,55.92877275149456,0.0
42.315608452382335,55.545830191980535,0.0
46.53809665790695,55.84045607178293,0.0
54.01831401101534,55.621495314312455,0.0
61.46121209097981,55.463616472135215,0.0
73.0,56.0,0.0
74.0,56.0,0.0
27.0,57.0,0.0
36.57481339564684,56.966954809470366,0.0
53.03932541028074,56.701248899680024,0.0
70.66809128690144,56.522038043740125,0.0
72.0,57.0,0.0
76.0,57.0,0.0
31.13244390120864,57.63337134370151,0.0
40.093629658836065,57.47203676471604,0.0
49.4020487684485,57.098875260408676,0.0
65.96793382545492,57.6936796563259,0.0
67.81748705407287,57.35575879492188,0.0
74.0,58.0,0.0
34.673851348078266,58.172301682260795,0.0
56.394611442614206,58.79804719972229,0.0
57.2382320487757,58.630239397950575,0.0
30.227658178822864,59.22765817882287,0.0
33.340864076402454,59.766418487552116,0.0
64.0,60.0,0.0
43.68864507899991,60.45456187929831,0.0
48.78044909835543,60.6026285379864,0.0
62.0,61.0,0.0
44.34609175365159,61.66198380045761,0.0
48.0,62.0,0.0
55.0,62.0,0.0
40.0,63.0,0.0
44.0,63.0,0.0
46.0,63.0,0.0
