x,y,z,type
21.61381682769897,50.61381682769897,0.0,trisector
31.147458117632446,50.0010503020237,0.0,trisector
31.071344610397613,50.48272351338365,0.0,wedge
35.97497442909865,50.77912976428259,0.0,trisector
36.69386011735528,50.16819047495318,0.0,wedge
37.16626895195233,50.04270574831822,0.0,trisector
49.723754103705225,50.07624406057144,0.0,trisector
50.70464172839981,50.665477206585905,0.0,trisector
50.505021896964905,50.64130317898293,0.0,wedge
69.83450663823736,50.0203626499582,0.0,wedge
77.5652249860913,50.348059774757445,0.0,wedge
77.26601119027913,50.336226437942514,0.0,trisector
84.98185688335718,50.99877242979179,0.0,trisector
85.99121890825927,50.71904994502949,0.0,wedge
24.64043870273065,51.57531395478996,0.0,wedge
24.521897592337638,51.662427201094765,0.0,trisector
29.137674833398187,51.59976766261216,0.0,trisector
35.77632452185971,51.16033610643569,0.0,wedge
43.04173704725971,51.14112682584501,0.0,trisector
80.68542746491131,51.744661600883,0.0,trisector
81.44857486030105,51.85521824782654,0.0,wedge
85.0,52.0,0.0,wedge
22.0,53.0,0.0,wedge
23.5371957081925,52.97627123901987,0.0,trisector
24.417213753969,52.20022165071556,0.0,wedge
27.338940879389703,52.910883859079085,0.0,trisector
58.89309406870261,52.552791084099226,0.0,trisector
59.20502900873599,52.58591107217519,0.0,wedge
60.96792681154117,52.83074511589511,0.0,trisector
64.17038977595634,52.60948389957794,0.0,trisector
69.75743835337497,52.704553661564596,0.0,trisector
69.71476132211608,52.80742161553281,0.0,wedge
71.77223576448127,52.37244177438718,0.0,wedge
72.5923353332234,52.48916163754481,0.0,wedge
72.46854253147406,52.50986781807,0.0,trisector
73.32701848755184,52.474269513782964,0.0,trisector
74.54770138545472,52.49985906932376,0.0,trisector
79.92525793203782,52.4905881237615,0.0,trisector
81.0,53.0,0.0,wedge
84.0,53.0,0.0,trisector
27.34072194572608,53.013849132424,0.0,wedge
27.03525069592537,53.54621645118445,0.0,trisector
44.37935794787138,53.78983628350292,0.0,wedge
52.5307252366417,53.1025360642038,0.0,wedge
60.914279520077116,53.80711826002443,0.0,wedge
60.87932301502931,53.90041086617055,0.0,trisector
66.450083067002,53.20275981292757,0.0,trisector
69.60400190779367,53.167637120060576,0.0,trisector
74.50540043543049,53.14884133972478,0.0,wedge
78.62040144435052,53.88791399588388,0.0,wedge
82.0,54.0,0.0,wedge
37.98140701370815,54.04242659969126,0.0,wedge
37.62470771749132,54.83048099588913,0.0,trisector
43.365380635233386,54.33211759998437,0.0,trisector
43.266426732386364,54.44706735834067,0.0,wedge
46.64058470088331,54.58143211593684,0.0,wedge
47.23255585197117,54.89376703770941,0.0,trisector
60.98131062838035,54.04736031317972,0.0,wedge
72.69172986755744,54.81742254238079,0.0,trisector
73.69611114880138,54.98151390182826,0.0,wedge
76.51403690111864,54.79506558526373,0.0,trisector
78.0,55.0,0.0,trisector
78.0,55.0,0.0,wedge
80.0,55.0,0.0,trisector
26.33294002565133,55.45928963944142,0.0,wedge
31.811429942432973,55.92877275149456,0.0,trisector
42.315608452382335,55.545830191980535,0.0,trisector
46.53809665790695,55.84045607178293,0.0,trisector
54.01831401101534,55.621495314312455,0.0,trisector
61.46121209097981,55.463616472135215,0.0,trisector
70.27859539708888,55.928470738615445,0.0,wedge
73.0,56.0,0.0,wedge
73.0,56.0,0.0,trisector
74.0,56.0,0.0,trisector
76.68783095219239,55.911254639105564,0.0,wedge
27.0,57.0,0.0,trisector
31.827676179691572,56.11403196885888,0.0,wedge
36.57481339564684,56.966954809470366,0.0,trisector
39.32720043527536,56.62956792720507,0.0,wedge
49.24843392839799,56.963587125283475,0.0,wedge
53.03932541028074,56.701248899680024,0.0,trisector
65.82017246905139,56.58667793463584,0.0,wedge
69.99999999999999,56.99999999999999,0.0,wedge
70.66809128690144,56.522038043740125,0.0,trisector
72.0,57.0,0.0,trisector
72.0,57.0,0.0,wedge
73.47368421052632,56.89473684210526,0.0,wedge
76.0,57.0,0.0,trisector
29.0,58.0,0.0,wedge
31.13244390120864,57.63337134370151,0.0,trisector
34.46575188874969,57.71450896391505,0.0,wedge
40.093629658836065,57.47203676471604,0.0,trisector
49.4020487684485,57.098875260408676,0.0,trisector
